
CAH level 1,Level of qualification,Mode of study,Country of HE provider,Sex,Academic Year,Number
16 Law,First degree,Full-time,Wales,Total,2020/21,1020
16 Law,First degree,Part-time,Wales,Female,2019/20,5
16 Law,First degree,Part-time,Wales,Male,2019/20,5
16 Law,First degree,Part-time,Wales,Other,2019/20,0
16 Law,First degree,Part-time,Wales,Total,2019/20,10
16 Law,First degree,Part-time,Wales,Female,2020/21,40
16 Law,First degree,Part-time,Wales,Male,2020/21,25
16 Law,First degree,Part-time,Wales,Other,2020/21,0
16 Law,First degree,Part-time,Wales,Total,2020/21,65
16 Law,Other undergraduate,All,All,Female,2019/20,2105
16 Law,Other undergraduate,All,All,Male,2019/20,1420
16 Law,Other undergraduate,All,All,Other,2019/20,5
16 Law,Other undergraduate,All,All,Total,2019/20,3530
16 Law,Other undergraduate,All,All,Female,2020/21,2655
16 Law,Other undergraduate,All,All,Male,2020/21,1620
16 Law,Other undergraduate,All,All,Other,2020/21,0
16 Law,Other undergraduate,All,All,Total,2020/21,4275
16 Law,Other undergraduate,Full-time,All,Female,2019/20,1595
16 Law,Other undergraduate,Full-time,All,Male,2019/20,1180
16 Law,Other undergraduate,Full-time,All,Other,2019/20,0
16 Law,Other undergraduate,Full-time,All,Total,2019/20,2775
16 Law,Other undergraduate,Full-time,All,Female,2020/21,1760
16 Law,Other undergraduate,Full-time,All,Male,2020/21,1180
16 Law,Other undergraduate,Full-time,All,Other,2020/21,0
16 Law,Other undergraduate,Full-time,All,Total,2020/21,2940
16 Law,Other undergraduate,Part-time,All,Female,2019/20,510
16 Law,Other undergraduate,Part-time,All,Male,2019/20,240
16 Law,Other undergraduate,Part-time,All,Other,2019/20,0
16 Law,Other undergraduate,Part-time,All,Total,2019/20,755
16 Law,Other undergraduate,Part-time,All,Female,2020/21,890
16 Law,Other undergraduate,Part-time,All,Male,2020/21,440
16 Law,Other undergraduate,Part-time,All,Other,2020/21,0
16 Law,Other undergraduate,Part-time,All,Total,2020/21,1335
16 Law,Other undergraduate,All,England,Female,2019/20,2000
16 Law,Other undergraduate,All,England,Male,2019/20,1310
16 Law,Other undergraduate,All,England,Other,2019/20,5
16 Law,Other undergraduate,All,England,Total,2019/20,3315
16 Law,Other undergraduate,All,England,Female,2020/21,2460
16 Law,Other undergraduate,All,England,Male,2020/21,1525
16 Law,Other undergraduate,All,England,Other,2020/21,0
16 Law,Other undergraduate,All,England,Total,2020/21,3985
16 Law,Other undergraduate,Full-time,England,Female,2019/20,1505
16 Law,Other undergraduate,Full-time,England,Male,2019/20,1080
16 Law,Other undergraduate,Full-time,England,Other,2019/20,0
16 Law,Other undergraduate,Full-time,England,Total,2019/20,2585
16 Law,Other undergraduate,Full-time,England,Female,2020/21,1665
16 Law,Other undergraduate,Full-time,England,Male,2020/21,1115
16 Law,Other undergraduate,Full-time,England,Other,2020/21,0
16 Law,Other undergraduate,Full-time,England,Total,2020/21,2780
16 Law,Other undergraduate,Part-time,England,Female,2019/20,495
16 Law,Other undergraduate,Part-time,England,Male,2019/20,230
16 Law,Other undergraduate,Part-time,England,Other,2019/20,0
16 Law,Other undergraduate,Part-time,England,Total,2019/20,725
16 Law,Other undergraduate,Part-time,England,Female,2020/21,795
16 Law,Other undergraduate,Part-time,England,Male,2020/21,405
16 Law,Other undergraduate,Part-time,England,Other,2020/21,0
16 Law,Other undergraduate,Part-time,England,Total,2020/21,1205
16 Law,Other undergraduate,All,Northern Ireland,Female,2019/20,5
16 Law,Other undergraduate,All,Northern Ireland,Male,2019/20,0
16 Law,Other undergraduate,All,Northern Ireland,Other,2019/20,0
16 Law,Other undergraduate,All,Northern Ireland,Total,2019/20,10
16 Law,Other undergraduate,All,Northern Ireland,Female,2020/21,10
16 Law,Other undergraduate,All,Northern Ireland,Male,2020/21,5
16 Law,Other undergraduate,All,Northern Ireland,Other,2020/21,0
16 Law,Other undergraduate,All,Northern Ireland,Total,2020/21,15
16 Law,Other undergraduate,Full-time,Northern Ireland,Female,2019/20,5
16 Law,Other undergraduate,Full-time,Northern Ireland,Male,2019/20,0
16 Law,Other undergraduate,Full-time,Northern Ireland,Other,2019/20,0
16 Law,Other undergraduate,Full-time,Northern Ireland,Total,2019/20,5
16 Law,Other undergraduate,Full-time,Northern Ireland,Female,2020/21,
16 Law,Other undergraduate,Full-time,Northern Ireland,Male,2020/21,
16 Law,Other undergraduate,Full-time,Northern Ireland,Other,2020/21,
16 Law,Other undergraduate,Full-time,Northern Ireland,Total,2020/21,
16 Law,Other undergraduate,Part-time,Northern Ireland,Female,2019/20,5
16 Law,Other undergraduate,Part-time,Northern Ireland,Male,2019/20,0
16 Law,Other undergraduate,Part-time,Northern Ireland,Other,2019/20,0
16 Law,Other undergraduate,Part-time,Northern Ireland,Total,2019/20,5
16 Law,Other undergraduate,Part-time,Northern Ireland,Female,2020/21,10
16 Law,Other undergraduate,Part-time,Northern Ireland,Male,2020/21,5
16 Law,Other undergraduate,Part-time,Northern Ireland,Other,2020/21,0
16 Law,Other undergraduate,Part-time,Northern Ireland,Total,2020/21,15
16 Law,Other undergraduate,All,Scotland,Female,2019/20,35
16 Law,Other undergraduate,All,Scotland,Male,2019/20,40
16 Law,Other undergraduate,All,Scotland,Other,2019/20,0
16 Law,Other undergraduate,All,Scotland,Total,2019/20,75
16 Law,Other undergraduate,All,Scotland,Female,2020/21,70
16 Law,Other undergraduate,All,Scotland,Male,2020/21,30
16 Law,Other undergraduate,All,Scotland,Other,2020/21,0
16 Law,Other undergraduate,All,Scotland,Total,2020/21,105
16 Law,Other undergraduate,Full-time,Scotland,Female,2019/20,30
16 Law,Other undergraduate,Full-time,Scotland,Male,2019/20,35
16 Law,Other undergraduate,Full-time,Scotland,Other,2019/20,0
16 Law,Other undergraduate,Full-time,Scotland,Total,2019/20,65
16 Law,Other undergraduate,Full-time,Scotland,Female,2020/21,40
16 Law,Other undergraduate,Full-time,Scotland,Male,2020/21,20
16 Law,Other undergraduate,Full-time,Scotland,Other,2020/21,0
16 Law,Other undergraduate,Full-time,Scotland,Total,2020/21,60
16 Law,Other undergraduate,Part-time,Scotland,Female,2019/20,5
16 Law,Other undergraduate,Part-time,Scotland,Male,2019/20,5
16 Law,Other undergraduate,Part-time,Scotland,Other,2019/20,0
16 Law,Other undergraduate,Part-time,Scotland,Total,2019/20,10
16 Law,Other undergraduate,Part-time,Scotland,Female,2020/21,30
16 Law,Other undergraduate,Part-time,Scotland,Male,2020/21,10
16 Law,Other undergraduate,Part-time,Scotland,Other,2020/21,0
16 Law,Other undergraduate,Part-time,Scotland,Total,2020/21,40
16 Law,Other undergraduate,All,Wales,Female,2019/20,65
16 Law,Other undergraduate,All,Wales,Male,2019/20,70
16 Law,Other undergraduate,All,Wales,Other,2019/20,0
16 Law,Other undergraduate,All,Wales,Total,2019/20,135
16 Law,Other undergraduate,All,Wales,Female,2020/21,110
16 Law,Other undergraduate,All,Wales,Male,2020/21,60
16 Law,Other undergraduate,All,Wales,Other,2020/21,0
16 Law,Other undergraduate,All,Wales,Total,2020/21,170
16 Law,Other undergraduate,Full-time,Wales,Female,2019/20,55
16 Law,Other undergraduate,Full-time,Wales,Male,2019/20,65
16 Law,Other undergraduate,Full-time,Wales,Other,2019/20,0
16 Law,Other undergraduate,Full-time,Wales,Total,2019/20,120
16 Law,Other undergraduate,Full-time,Wales,Female,2020/21,55
16 Law,Other undergraduate,Full-time,Wales,Male,2020/21,40
16 Law,Other undergraduate,Full-time,Wales,Other,2020/21,0
16 Law,Other undergraduate,Full-time,Wales,Total,2020/21,95
16 Law,Other undergraduate,Part-time,Wales,Female,2019/20,10
16 Law,Other undergraduate,Part-time,Wales,Male,2019/20,5
16 Law,Other undergraduate,Part-time,Wales,Other,2019/20,0
16 Law,Other undergraduate,Part-time,Wales,Total,2019/20,15
16 Law,Other undergraduate,Part-time,Wales,Female,2020/21,55
16 Law,Other undergraduate,Part-time,Wales,Male,2020/21,20
16 Law,Other undergraduate,Part-time,Wales,Other,2020/21,0
16 Law,Other undergraduate,Part-time,Wales,Total,2020/21,75
16 Law,All undergraduate,All,All,Female,2019/20,14975
16 Law,All undergraduate,All,All,Male,2019/20,8090
16 Law,All undergraduate,All,All,Other,2019/20,10
16 Law,All undergraduate,All,All,Total,2019/20,23080
16 Law,All undergraduate,All,All,Female,2020/21,17065
16 Law,All undergraduate,All,All,Male,2020/21,8955
16 Law,All undergraduate,All,All,Other,2020/21,15
16 Law,All undergraduate,All,All,Total,2020/21,26030
16 Law,All undergraduate,Full-time,All,Female,2019/20,14055
16 Law,All undergraduate,Full-time,All,Male,2019/20,7580
16 Law,All undergraduate,Full-time,All,Other,2019/20,5
16 Law,All undergraduate,Full-time,All,Total,2019/20,21640
16 Law,All undergraduate,Full-time,All,Female,2020/21,15135
16 Law,All undergraduate,Full-time,All,Male,2020/21,7840
16 Law,All undergraduate,Full-time,All,Other,2020/21,10
16 Law,All undergraduate,Full-time,All,Total,2020/21,22980
16 Law,All undergraduate,Part-time,All,Female,2019/20,925
16 Law,All undergraduate,Part-time,All,Male,2019/20,510
16 Law,All undergraduate,Part-time,All,Other,2019/20,5
16 Law,All undergraduate,Part-time,All,Total,2019/20,1440
16 Law,All undergraduate,Part-time,All,Female,2020/21,1930
16 Law,All undergraduate,Part-time,All,Male,2020/21,1115
16 Law,All undergraduate,Part-time,All,Other,2020/21,0
16 Law,All undergraduate,Part-time,All,Total,2020/21,3045
16 Law,All undergraduate,All,England,Female,2019/20,13105
16 Law,All undergraduate,All,England,Male,2019/20,7005
16 Law,All undergraduate,All,England,Other,2019/20,10
16 Law,All undergraduate,All,England,Total,2019/20,20115
16 Law,All undergraduate,All,England,Female,2020/21,14790
16 Law,All undergraduate,All,England,Male,2020/21,7760
16 Law,All undergraduate,All,England,Other,2020/21,10
16 Law,All undergraduate,All,England,Total,2020/21,22565
16 Law,All undergraduate,Full-time,England,Female,2019/20,12250
16 Law,All undergraduate,Full-time,England,Male,2019/20,6530
16 Law,All undergraduate,Full-time,England,Other,2019/20,5
16 Law,All undergraduate,Full-time,England,Total,2019/20,18785
16 Law,All undergraduate,Full-time,England,Female,2020/21,13095
16 Law,All undergraduate,Full-time,England,Male,2020/21,6780
16 Law,All undergraduate,Full-time,England,Other,2020/21,10
16 Law,All undergraduate,Full-time,England,Total,2020/21,19880
16 Law,All undergraduate,Part-time,England,Female,2019/20,860
16 Law,All undergraduate,Part-time,England,Male,2019/20,470
16 Law,All undergraduate,Part-time,England,Other,2019/20,0
16 Law,All undergraduate,Part-time,England,Total,2019/20,1330
16 Law,All undergraduate,Part-time,England,Female,2020/21,1695
16 Law,All undergraduate,Part-time,England,Male,2020/21,985
16 Law,All undergraduate,Part-time,England,Other,2020/21,0
16 Law,All undergraduate,Part-time,England,Total,2020/21,2685
16 Law,All undergraduate,All,Northern Ireland,Female,2019/20,260
16 Law,All undergraduate,All,Northern Ireland,Male,2019/20,130
16 Law,All undergraduate,All,Northern Ireland,Other,2019/20,0
16 Law,All undergraduate,All,Northern Ireland,Total,2019/20,390
16 Law,All undergraduate,All,Northern Ireland,Female,2020/21,320
16 Law,All undergraduate,All,Northern Ireland,Male,2020/21,170
16 Law,All undergraduate,All,Northern Ireland,Other,2020/21,0
16 Law,All undergraduate,All,Northern Ireland,Total,2020/21,490
16 Law,All undergraduate,Full-time,Northern Ireland,Female,2019/20,245
16 Law,All undergraduate,Full-time,Northern Ireland,Male,2019/20,125
16 Law,All undergraduate,Full-time,Northern Ireland,Other,2019/20,0
16 Law,All undergraduate,Full-time,Northern Ireland,Total,2019/20,365
16 Law,All undergraduate,Full-time,Northern Ireland,Female,2020/21,280
16 Law,All undergraduate,Full-time,Northern Ireland,Male,2020/21,140
16 Law,All undergraduate,Full-time,Northern Ireland,Other,2020/21,0
16 Law,All undergraduate,Full-time,Northern Ireland,Total,2020/21,415
16 Law,All undergraduate,Part-time,Northern Ireland,Female,2019/20,15
16 Law,All undergraduate,Part-time,Northern Ireland,Male,2019/20,10
16 Law,All undergraduate,Part-time,Northern Ireland,Other,2019/20,0
16 Law,All undergraduate,Part-time,Northern Ireland,Total,2019/20,25
16 Law,All undergraduate,Part-time,Northern Ireland,Female,2020/21,40
16 Law,All undergraduate,Part-time,Northern Ireland,Male,2020/21,30
16 Law,All undergraduate,Part-time,Northern Ireland,Other,2020/21,0
16 Law,All undergraduate,Part-time,Northern Ireland,Total,2020/21,70
16 Law,All undergraduate,All,Scotland,Female,2019/20,930
16 Law,All undergraduate,All,Scotland,Male,2019/20,495
16 Law,All undergraduate,All,Scotland,Other,2019/20,0
16 Law,All undergraduate,All,Scotland,Total,2019/20,1425
16 Law,All undergraduate,All,Scotland,Female,2020/21,1145
16 Law,All undergraduate,All,Scotland,Male,2020/21,575
16 Law,All undergraduate,All,Scotland,Other,2020/21,0
16 Law,All undergraduate,All,Scotland,Total,2020/21,1725
16 Law,All undergraduate,Full-time,Scotland,Female,2019/20,895
16 Law,All undergraduate,Full-time,Scotland,Male,2019/20,475
16 Law,All undergraduate,Full-time,Scotland,Other,2019/20,0
16 Law,All undergraduate,Full-time,Scotland,Total,2019/20,1370
16 Law,All undergraduate,Full-time,Scotland,Female,2020/21,1045
16 Law,All undergraduate,Full-time,Scotland,Male,2020/21,525
16 Law,All undergraduate,Full-time,Scotland,Other,2020/21,0
16 Law,All undergraduate,Full-time,Scotland,Total,2020/21,1570
16 Law,All undergraduate,Part-time,Scotland,Female,2019/20,35
16 Law,All undergraduate,Part-time,Scotland,Male,2019/20,20
16 Law,All undergraduate,Part-time,Scotland,Other,2019/20,0
16 Law,All undergraduate,Part-time,Scotland,Total,2019/20,55
16 Law,All undergraduate,Part-time,Scotland,Female,2020/21,100
16 Law,All undergraduate,Part-time,Scotland,Male,2020/21,55
16 Law,All undergraduate,Part-time,Scotland,Other,2020/21,0
16 Law,All undergraduate,Part-time,Scotland,Total,2020/21,155
16 Law,All undergraduate,All,Wales,Female,2019/20,685
16 Law,All undergraduate,All,Wales,Male,2019/20,460
16 Law,All undergraduate,All,Wales,Other,2019/20,0
16 Law,All undergraduate,All,Wales,Total,2019/20,1145
16 Law,All undergraduate,All,Wales,Female,2020/21,805
16 Law,All undergraduate,All,Wales,Male,2020/21,445
16 Law,All undergraduate,All,Wales,Other,2020/21,0
16 Law,All undergraduate,All,Wales,Total,2020/21,1255
16 Law,All undergraduate,Full-time,Wales,Female,2019/20,665
16 Law,All undergraduate,Full-time,Wales,Male,2019/20,450
16 Law,All undergraduate,Full-time,Wales,Other,2019/20,0
16 Law,All undergraduate,Full-time,Wales,Total,2019/20,1120
16 Law,All undergraduate,Full-time,Wales,Female,2020/21,715
16 Law,All undergraduate,Full-time,Wales,Male,2020/21,400
16 Law,All undergraduate,Full-time,Wales,Other,2020/21,0
16 Law,All undergraduate,Full-time,Wales,Total,2020/21,1115
16 Law,All undergraduate,Part-time,Wales,Female,2019/20,15
16 Law,All undergraduate,Part-time,Wales,Male,2019/20,10
16 Law,All undergraduate,Part-time,Wales,Other,2019/20,0
16 Law,All undergraduate,Part-time,Wales,Total,2019/20,25
16 Law,All undergraduate,Part-time,Wales,Female,2020/21,90
16 Law,All undergraduate,Part-time,Wales,Male,2020/21,45
16 Law,All undergraduate,Part-time,Wales,Other,2020/21,0
16 Law,All undergraduate,Part-time,Wales,Total,2020/21,140
17 Business and management,All,All,All,Female,2019/20,74570
17 Business and management,All,All,All,Male,2019/20,67975
17 Business and management,All,All,All,Other,2019/20,60
17 Business and management,All,All,All,Total,2019/20,142605
17 Business and management,All,All,All,Female,2020/21,82710
17 Business and management,All,All,All,Male,2020/21,76985
17 Business and management,All,All,All,Other,2020/21,100
17 Business and management,All,All,All,Total,2020/21,159795
17 Business and management,All,Full-time,All,Female,2019/20,66710
17 Business and management,All,Full-time,All,Male,2019/20,58610
17 Business and management,All,Full-time,All,Other,2019/20,45
17 Business and management,All,Full-time,All,Total,2019/20,125365
17 Business and management,All,Full-time,All,Female,2020/21,73425
17 Business and management,All,Full-time,All,Male,2020/21,66710
17 Business and management,All,Full-time,All,Other,2020/21,90
17 Business and management,All,Full-time,All,Total,2020/21,140220
17 Business and management,All,Part-time,All,Female,2019/20,7860
17 Business and management,All,Part-time,All,Male,2019/20,9365
17 Business and management,All,Part-time,All,Other,2019/20,15
17 Business and management,All,Part-time,All,Total,2019/20,17240
17 Business and management,All,Part-time,All,Female,2020/21,9285
17 Business and management,All,Part-time,All,Male,2020/21,10275
17 Business and management,All,Part-time,All,Other,2020/21,15
17 Business and management,All,Part-time,All,Total,2020/21,19575
17 Business and management,All,All,England,Female,2019/20,63235
17 Business and management,All,All,England,Male,2019/20,58300
17 Business and management,All,All,England,Other,2019/20,45
17 Business and management,All,All,England,Total,2019/20,121580
17 Business and management,All,All,England,Female,2020/21,69015
17 Business and management,All,All,England,Male,2020/21,65290
17 Business and management,All,All,England,Other,2020/21,80
17 Business and management,All,All,England,Total,2020/21,134385
17 Business and management,All,Full-time,England,Female,2019/20,56695
17 Business and management,All,Full-time,England,Male,2019/20,50145
17 Business and management,All,Full-time,England,Other,2019/20,35
17 Business and management,All,Full-time,England,Total,2019/20,106870
17 Business and management,All,Full-time,England,Female,2020/21,61465
17 Business and management,All,Full-time,England,Male,2020/21,56500
17 Business and management,All,Full-time,England,Other,2020/21,70
17 Business and management,All,Full-time,England,Total,2020/21,118035
17 Business and management,All,Part-time,England,Female,2019/20,6545
17 Business and management,All,Part-time,England,Male,2019/20,8155
17 Business and management,All,Part-time,England,Other,2019/20,10
17 Business and management,All,Part-time,England,Total,2019/20,14710
17 Business and management,All,Part-time,England,Female,2020/21,7550
